"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Turkey,"3,849,011",,"33,939 ",,"3,331,411",,"483,661","2,824","45,260",399,"41,591,854","489,069","85,042,925 ",2021-04-12
Italy,"3,769,814",,"114,254 ",,"3,122,555",,"533,005","3,585","62,422","1,892","53,054,866","878,500","60,392,563 ",2021-04-12
Spain,"3,347,512",,"76,328 ",,"3,095,922",,"175,262","2,050","71,576","1,632","43,458,915","929,227","46,768,878 ",2021-04-12
Germany,"3,009,541",,"78,964 ",,"2,683,900","+12,700","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315 ",2021-04-12
Poland,"2,586,647","+12,013","58,481 ",61.0,"2,197,782","+26,481","330,384","3,483","68,404","1,547","13,062,929","345,449","37,814,322 ",2021-04-12
Colombia,"2,536,198",,"65,889 ",,"2,383,785",,"86,524","3,079","49,435","1,284","13,314,269","259,520","51,303,536 ",2021-04-12
Argentina,"2,532,562",,"57,779 ",,"2,233,140",,"241,643","3,789","55,639","1,269","9,590,737","210,704","45,517,627 ",2021-04-12
Mexico,"2,280,213","+1,793","209,338 ",126.0,"1,809,921","+2,245","260,954","4,798","17,542","1,610","6,273,107","48,261","129,983,471 ",2021-04-12
Iran,"2,093,452","+23,311","64,764 ",274.0,"1,720,084","+9,110","308,604","4,440","24,679",763,"13,770,167","162,334","84,826,064 ",2021-04-12
Ukraine,"1,861,105","+7,856","37,301 ",287.0,"1,416,215","+5,355","407,589",177,"42,756",857,"8,677,716","199,356","43,528,763 ",2021-04-12
Peru,"1,647,694",,"54,903 ",,"1,566,543",,"26,248","2,302","49,439","1,647","10,001,832","300,106","33,327,621 ",2021-04-12
Czechia,"1,581,184",+976,"27,918 ",43.0,"1,466,296",+73,"86,970","1,157","147,437","2,603","14,397,254","1,342,471","10,724,441 ",2021-04-12
Indonesia,"1,571,824","+4,829","42,656 ",126.0,"1,419,796","+5,289","109,372",,"5,700",155,"13,433,306","48,713","275,767,009 ",2021-04-12
South Africa,"1,558,458",,"53,322 ",,"1,483,296",,"21,840",546,"26,023",890,"10,138,936","169,298","59,888,210 ",2021-04-12
Netherlands,"1,350,665",,"16,771 ",,,,,781,"78,690",977,"11,292,587","657,909","17,164,371 ",2021-04-12
Chile,"1,076,499",,"24,346 ",,"1,005,860",,"46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575 ",2021-04-12
Canada,"1,060,158",,"23,315 ",,"963,396",,"73,447",928,"27,900",614,"28,999,787","763,172","37,999,006 ",2021-04-12
Romania,"1,008,490","+2,323","25,248 ",113.0,"910,298","+3,639","72,944","1,529","52,697","1,319","7,700,501","402,377","19,137,541 ",2021-04-12
Belgium,"925,476","+2,989","23,473 ",45.0,"59,754",+322,"842,249",899,"79,585","2,019","11,704,200","1,006,481","11,628,838 ",2021-04-12
Iraq,"924,946",,"14,713 ",,"814,853",,"95,380",436,"22,604",360,"8,508,732","207,940","40,919,097 ",2021-04-12
Philippines,"876,225","+11,378","15,149 ",204.0,"703,625",+267,"157,451",751,"7,915",137,"10,764,163","97,228","110,711,091 ",2021-04-12
Sweden,"857,401",,"13,621 ",,,,,376,"84,488","1,342","7,847,033","773,245","10,148,191 ",2021-04-12
Israel,"836,072",+139,"6,299 ",3.0,"826,289",+84,"3,484",253,"90,901",685,"13,778,191","1,498,022","9,197,590 ",2021-04-12
Portugal,"827,494",,"16,916 ",,"784,618",,"25,960",113,"81,338","1,663","9,363,361","920,365","10,173,535 ",2021-04-12
Pakistan,"725,602","+4,584","15,501 ",58.0,"634,835","+3,135","75,266","4,201","3,236",69,"10,779,474","48,078","224,206,949 ",2021-04-12
Hungary,"725,241","+5,077","23,708 ",291.0,"429,074","+2,680","272,459","1,249","75,223","2,459","4,961,146","514,576","9,641,234 ",2021-04-12
Bangladesh,"691,957","+7,201","9,822 ",83.0,"581,113","+4,523","101,022",,"4,169",59,"5,037,833","30,355","165,962,319 ",2021-04-12
Jordan,"665,735",,"7,773 ",,"596,293",,"61,669",729,"64,749",756,"6,320,767","614,758","10,281,719 ",2021-04-12
Serbia,"645,173","+2,965","5,773 ",38.0,"560,934","+5,262","78,466",254,"74,073",663,"3,601,063","413,443","8,709,929 ",2021-04-12
Switzerland,"623,126","+5,583","10,457 ",4.0,"560,294",+909,"52,375",193,"71,593","1,201","6,412,371","736,734","8,703,776 ",2021-04-12
Austria,"578,950","+1,943","9,706 ",19.0,"538,609","+2,811","30,635",611,"63,998","1,073","26,848,583","2,967,897","9,046,331 ",2021-04-12
Japan,"506,286","+2,883","9,400  ",18.0,"465,916","+2,191","30,970",563,"4,013",74,"10,454,733","82,859","126,174,664 ",2021-04-12
Morocco,"502,102",,"8,900 ",,"488,361",,"4,841",237,"13,479",239,"6,101,279","163,794","37,249,722 ",2021-04-12
Lebanon,"496,846",,"6,661 ",,"402,172",,"88,013",833,"73,048",979,"3,694,320","543,154","6,801,609 ",2021-04-12
UAE,"485,675","+1,928","1,533 ",2.0,"470,175","+1,719","13,967",,"48,650",154,"40,403,698","4,047,237","9,983,033 ",2021-04-12
Saudi Arabia,"399,277",+842,"6,765 ",11.0,"384,027",+706,"8,485",950,"11,332",192,"15,857,235","450,061","35,233,544 ",2021-04-12
Bulgaria,"371,993",,"14,418 ",,"286,258",,"71,317",797,"53,853","2,087","2,270,329","328,671","6,907,614 ",2021-04-12
Slovakia,"371,168",+106,"10,630 ",65.0,"255,300",,"105,238",507,"67,958","1,946","2,441,472","447,017","5,461,701 ",2021-04-12
Malaysia,"362,173","+1,317","1,333 ",4.0,"345,005","+1,052","15,835",188,"11,080",41,"8,240,262","252,093","32,687,354 ",2021-04-12
Panama,"358,611",,"6,163 ",,"348,231",,"4,217",105,"82,112","1,411","2,239,526","512,790","4,367,339 ",2021-04-12
Ecuador,"346,817",,"17,293 ",,"290,314",,"39,210",601,"19,429",969,"1,193,846","66,880","17,850,462 ",2021-04-12
Belarus,"336,881",+843,"2,363 ",9.0,"327,087",+600,"7,431",,"35,660",250,"5,563,117","588,883","9,446,902 ",2021-04-12
Greece,"295,480",,"8,885 ",,"251,244",,"35,351",780,"28,457",856,"7,088,799","682,709","10,383,345 ",2021-04-12
Croatia,"292,938",+422,"6,333 ",25.0,"274,761","+1,794","11,844",191,"71,702","1,550","1,642,311","401,984","4,085,513 ",2021-04-12
Georgia,"288,755",+359,"3,883 ",6.0,"277,829",+526,"7,043",,"72,493",975,"3,685,088","925,157","3,983,201 ",2021-04-12
Azerbaijan,"287,144","+1,151","3,944 ",29.0,"251,760","+1,052","31,440",,"28,124",386,"3,026,132","296,386","10,210,105 ",2021-04-12
Bolivia,"282,095",+525,"12,451 ",9.0,"231,546",+739,"38,098",71,"23,914","1,055","989,217","83,858","11,796,372 ",2021-04-12
Nepal,"280,524",+496,"3,053 ",13.0,"274,165",+138,"3,306",,"9,496",103,"2,317,284","78,440","29,542,041 ",2021-04-12
Tunisia,"271,861",,"9,293 ",,"224,907",,"37,661",413,"22,818",780,"1,180,807","99,106","11,914,543 ",2021-04-12
Kazakhstan,"271,809","+2,290","3,236 ",15.0,"234,665",+608,"33,908",221,"14,343",171,"9,217,159","486,373","18,950,814 ",2021-04-12
Palestine,"270,856","+2,724","2,883 ",23.0,"234,698","+1,738","33,275",186,"52,159",555,"1,636,553","315,152","5,192,907 ",2021-04-12
Dominican Republic,"257,698",,"3,388 ",,"216,452",,"37,858",151,"23,572",310,"1,347,004","123,213","10,932,304 ",2021-04-12
Kuwait,"247,094",,"1,407 ",,"231,240",,"14,447",225,"57,205",326,"2,159,422","499,927","4,319,474 ",2021-04-12
Moldova,"241,217",,"5,388 ",,"222,927",,"12,902",307,"59,905","1,338","902,202","224,057","4,026,657 ",2021-04-12
Ireland,"240,945",,"4,785 ",,"23,364",,"212,796",50,"48,377",961,"4,168,990","837,053","4,980,557 ",2021-04-12
Denmark,"238,306",+514,"2,443 ",2.0,"227,244",+614,"8,619",40,"41,030",421,"29,457,120","5,071,761","5,808,065 ",2021-04-12
Paraguay,"235,292",,"4,827 ",,"193,286",,"37,179",442,"32,677",670,"975,187","135,434","7,200,447 ",2021-04-12
Ethiopia,"228,996",,"3,174 ",,"170,633",,"55,189",971,"1,955",27,"2,445,578","20,874","117,159,125 ",2021-04-12
Slovenia,"226,786",+287,"4,126 ",7.0,"208,842",+281,"13,818",142,"109,076","1,984","1,105,344","531,630","2,079,160 ",2021-04-12
Lithuania,"226,783",+597,"3,697 ",9.0,"205,965",+68,"17,121",150,"84,225","1,373","2,499,215","928,186","2,692,579 ",2021-04-12
Costa Rica,"222,544",,"3,018 ",,"194,760",,"24,766",199,"43,379",588,"842,015","164,128","5,130,219 ",2021-04-12
Egypt,"210,489",,"12,445 ",,"159,499",,"38,545",90,"2,027",120,"2,677,262","25,786","103,826,342 ",2021-04-12
Armenia,"203,327",+510,"3,753 ",18.0,"182,836",+873,"16,738",,"68,517","1,265","906,177","305,362","2,967,553 ",2021-04-12
Guatemala,"203,071",,"7,016 ",,"185,549",,"10,506",5,"11,175",386,"1,107,251","60,932","18,171,777 ",2021-04-12
Honduras,"195,780",+255,"4,804 ",34.0,"75,796",+243,"115,180",539,"19,526",479,"541,304","53,987","10,026,526 ",2021-04-12
Qatar,"190,025",,333 ,,"169,635",,"20,057",461,"67,677",119,"1,802,462","641,947","2,807,805 ",2021-04-12
Bosnia and Herzegovina,"184,698",+444,"7,487 ",78.0,"141,602","+2,183","35,609",,"56,571","2,293","846,536","259,284","3,264,896 ",2021-04-12
Venezuela,"174,887",,"1,778 ",,"157,486",,"15,623",237,"6,164",63,"3,359,014","118,387","28,373,143 ",2021-04-12
Oman,"173,029","+1,480","1,789 ",13.0,"153,986","+1,202","17,254",234,"33,232",344,"1,550,000","297,692","5,206,730 ",2021-04-12
Libya,"168,676",+851,"2,828 ",5.0,"153,644",+723,"12,204",,"24,292",407,"915,250","131,811","6,943,676 ",2021-04-12
Nigeria,"163,799",,"2,060 ",,"154,107",,"7,632",11,780,10,"1,803,177","8,583","210,078,731 ",2021-04-12
Bahrain,"156,462",,557 ,,"144,917",,"10,988",85,"89,562",319,"3,779,766","2,163,606","1,746,975 ",2021-04-12
Kenya,"145,670",,"2,348 ",,"99,095",,"44,227",256,"2,664",43,"1,561,838","28,560","54,685,584 ",2021-04-12
Uruguay,"144,642",,"1,462 ",,"110,277",,"32,903",485,"41,527",420,"1,532,512","439,986","3,483,093 ",2021-04-12
Myanmar,"142,576",,"3,206 ",,"131,853",,"7,517",,"2,607",59,"2,553,078","46,680","54,693,139 ",2021-04-12
North Macedonia,"141,844",,"4,228 ",,"116,780",,"20,836",124,"68,086","2,029","669,141","321,192","2,083,307 ",2021-04-12
Albania,"128,393",,"2,317 ",,"97,723",,"28,353",18,"44,653",806,"585,329","203,568","2,875,349 ",2021-04-12
Algeria,"118,516",,"3,130 ",,"82,600",,"32,786",19,"2,665",70,"230,861","5,192","44,463,324 ",2021-04-12
Estonia,"114,443",+269,"1,037 ",9.0,"95,246",+439,"18,160",72,"86,227",781,"1,198,522","903,026","1,327,229 ",2021-04-12
S. Korea,"110,146",+587,"1,770 ",2.0,"100,804",+695,"7,572",103,"2,147",35,"8,152,783","158,913","51,303,532 ",2021-04-12
Latvia,"107,818",+210,"1,990 ",4.0,"99,324",,"6,504",94,"57,660","1,064","2,029,340","1,085,266","1,869,901 ",2021-04-12
Norway,"103,621",,687 ,3.0,"88,952",,"13,982",56,"18,999",126,"4,878,675","894,488","5,454,156 ",2021-04-12
Sri Lanka,"95,313",+182,598 ,,"91,775",+144,"2,940",,"4,437",28,"2,374,627","110,535","21,483,057 ",2021-04-12
Montenegro,"94,419",+150,"1,381 ",8.0,"88,834",+329,"4,204",69,"150,318","2,199","353,329","562,511","628,128 ",2021-04-12
Ghana,"91,260",,754 ,,"89,092",,"1,414",10,"2,890",24,"1,025,654","32,484","31,573,869 ",2021-04-12
Kyrgyzstan,"90,372",+145,"1,528  ",6.0,"86,028",+103,"2,816",25,"13,677",231,"903,954","136,808","6,607,481 ",2021-04-12
Zambia,"90,064",+35,"1,227 ",1.0,"88,077",+59,760,57,"4,796",65,"1,308,716","69,685","18,780,343 ",2021-04-12
Cuba,"86,531",,459 ,,"80,805",,"5,267",54,"7,643",41,"3,213,345","283,834","11,321,232 ",2021-04-12
Uzbekistan,"85,114",+192,634 ,,"82,943",+183,"1,537",23,"2,515",19,"1,377,915","40,713","33,844,834 ",2021-04-12
Finland,"82,278",+225,868 ,,"46,000",,"35,410",41,"14,832",156,"4,148,646","747,852","5,547,419 ",2021-04-12
Mozambique,"68,758",,791 ,,"58,904",,"9,063",68,"2,153",25,"496,181","15,540","31,929,609 ",2021-04-12
El Salvador,"66,489",,"2,054 ",3.0,"62,958",,"1,477",60,"10,211",315,"871,383","133,819","6,511,643 ",2021-04-12
Luxembourg,"63,650",,768 ,,"58,874",,"4,008",30,"100,417","1,212","2,490,226","3,928,675","633,859 ",2021-04-12
Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,282",34,"1,257,949","46,495","27,055,300 ",2021-04-12
Singapore,"60,678",+25,30 ,,"60,335",,313,1,"10,309",5,"8,789,647","1,493,297","5,886,067 ",2021-04-12
Afghanistan,"57,364",+122,"2,529 ",,"52,005",+16,"2,830","1,124","1,448",64,"371,724","9,386","39,604,950 ",2021-04-12
Cyprus,"51,505",,272 ,,"39,061",,"12,172",57,"42,419",224,"3,943,321","3,247,710","1,214,185 ",2021-04-12
Namibia,"45,527",,570 ,,"43,640",,"1,317",34,"17,670",221,"361,681","140,378","2,576,485 ",2021-04-12
Ivory Coast,"45,206",,263 ,,"44,629",,314,,"1,682",10,"556,152","20,689","26,881,892 ",2021-04-12
Botswana,"42,674",,636 ,,"38,203",,"3,835",1,"17,868",266,"944,985","395,671","2,388,308 ",2021-04-12
Jamaica,"42,500",,672 ,,"18,896",,"22,932",49,"14,304",226,"304,179","102,375","2,971,216 ",2021-04-12
Uganda,"41,174",+34,337 ,,"40,779",+94,58,24,879,7,"969,637","20,696","46,851,395 ",2021-04-12
Senegal,"39,465",+34,"1,079 ",1.0,"38,215",+41,171,17,"2,310",63,"455,488","26,662","17,083,884 ",2021-04-12
Zimbabwe,"37,288",,"1,538 ",,"34,873",,877,12,"2,481",102,"394,257","26,231","15,030,471 ",2021-04-12
Malawi,"33,827",,"1,128 ",,"31,479",,"1,220",23,"1,734",58,"223,964","11,479","19,510,895 ",2021-04-12
Thailand,"33,610",+985,97 ,,"28,248",+34,"5,265",1,481,1,"8,124,896","116,176","69,936,240 ",2021-04-12
Sudan,"30,111",,"2,063 ",,"24,214",,"3,834",,675,46,"232,965","5,219","44,639,104 ",2021-04-12
Malta,"29,661",+47,402 ,,"28,706",+52,553,,"67,037",909,"834,763","1,886,649","442,458 ",2021-04-12
Australia,"29,419",+17,909 ,,"26,361",+5,"2,149",,"1,143",35,"16,141,909","627,375","25,729,274 ",2021-04-12
DRC,"28,542",,745 ,,"25,841",,"1,956",,311,8,"143,197","1,562","91,655,486 ",2021-04-12
Madagascar,"28,541",+478,506 ,6.0,"24,105",+227,"3,930",246,"1,011",18,"155,563","5,509","28,239,647 ",2021-04-12
Maldives,"25,617",,67 ,,"22,551",,"2,999",82,"46,754",122,"668,667","1,220,402","547,907 ",2021-04-12
Angola,"23,457",,553 ,,"22,058",,846,13,697,16,"440,970","13,104","33,652,304 ",2021-04-12
Rwanda,"23,426",,315 ,,"21,243",,"1,868",6,"1,775",24,"1,220,068","92,431","13,199,759 ",2021-04-12
Guinea,"21,032",+83,136 ,2.0,"18,613",+50,"2,283",24,"1,569",10,"414,630","30,926","13,407,156 ",2021-04-12
Gabon,"20,636",,127 ,,"17,456",,"3,053",20,"9,106",56,"662,689","292,417","2,266,246 ",2021-04-12
Syria,"20,226",,"1,378 ",,"14,012",,"4,836",,"1,134",77,,,"17,828,502 ",2021-04-12
Mayotte,"19,643",,167 ,,"2,964",,"16,512",7,"70,686",601,"162,430","584,510","277,891 ",2021-04-12
Cabo Verde,"19,005",,182 ,,"17,197",,"1,626",23,"33,897",325,"136,977","244,309","560,670 ",2021-04-12
French Polynesia,"18,652",,141 ,,"4,842",,"13,669",2,"66,102",500,"26,355","93,401","282,170 ",2021-04-12
Mauritania,"18,022",,450 ,,"17,347",,225,14,"3,799",95,"214,857","45,292","4,743,824 ",2021-04-12
French Guiana,"17,549",,94 ,,"9,995",,"7,460",9,"57,604",309,"169,271","555,628","304,648 ",2021-04-12
Réunion,"17,508",,123 ,,"16,011",,"1,374",54,"19,447",137,"100,098","111,186","900,274 ",2021-04-12
Eswatini,"17,376",,669 ,,"16,645",,62,3,"14,858",572,"173,720","148,544","1,169,482 ",2021-04-12
Mongolia,"15,718",+704,25 ,3.0,"9,516",+357,"6,177",88,"4,736",8,"2,479,832","747,130","3,319,145 ",2021-04-12
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,372",9,,,"9,702,976 ",2021-04-12
Burkina Faso,"12,956",,152  ,,"12,593",,211,,607,7,"175,176","8,207","21,344,682 ",2021-04-12
Haiti,"12,840",,251 ,,"11,447",,"1,142",,"1,116",22,"54,379","4,724","11,510,273 ",2021-04-12
Andorra,"12,545",,120 ,,"11,825",,600,12,"162,162","1,551","193,595","2,502,488","77,361 ",2021-04-12
Belize,"12,485",,318 ,,"12,106",,61,1,"30,964",789,"103,373","256,376","403,209 ",2021-04-12
Somalia,"12,406",,618 ,,"5,222",,"6,566",,764,38,"99,591","6,134","16,234,617 ",2021-04-12
Guadeloupe,"12,140",,174 ,,"2,242",,"9,724",13,"30,337",435,"159,029","397,397","400,177 ",2021-04-12
Togo,"12,006",,116 ,,"9,274",,"2,616",,"1,424",14,"291,705","34,610","8,428,407 ",2021-04-12
Mali,"11,844",,408 ,,"7,143",,"4,293",,572,20,"243,860","11,781","20,699,744 ",2021-04-12
Hong Kong,"11,595",+13,207 ,,"11,214",+8,174,7,"1,537",27,"11,193,673","1,483,745","7,544,203 ",2021-04-12
Curaçao,"11,355",,66 ,,"6,521",,"4,768",22,"68,979",401,"84,951","516,059","164,615 ",2021-04-12
Guyana,"11,149",,255 ,,"9,721",,"1,173",15,"14,122",323,"99,349","125,838","789,502 ",2021-04-12
Lesotho,"10,707",,315 ,,"4,674",,"5,718",,"4,967",146,"71,129","33,000","2,155,435 ",2021-04-12
South Sudan,"10,381",+9,114 ,,"10,148",+58,119,,919,10,"139,846","12,381","11,295,469 ",2021-04-12
Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,451","5,622,812 ",2021-04-12
Aruba,"10,050",,92 ,,"9,411",,547,14,"93,822",859,"135,812","1,267,873","107,118 ",2021-04-12
Djibouti,"9,876",,96 ,,"7,985",,"1,795",,"9,885",96,"139,794","139,916","999,126 ",2021-04-12
Bahamas,"9,364",,189 ,,"8,837",,338,4,"23,637",477,"79,493","200,659","396,160 ",2021-04-12
Suriname,"9,302",,182 ,,"8,669",,451,10,"15,747",308,"46,103","78,047","590,711 ",2021-04-12
Martinique,"9,028",,57 ,,98,,"8,873",5,"24,072",152,"133,358","355,585","375,038 ",2021-04-12
Papua New Guinea,"8,602",+160,69 ,1.0,846,,"7,687",,948,8,"70,260","7,740","9,078,024 ",2021-04-12
Trinidad and Tobago,"8,404",,146 ,,"7,740",,518,14,"5,990",104,"115,779","82,522","1,403,013 ",2021-04-12
Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,347","12,367,868 ",2021-04-12
Equatorial Guinea,"7,219",,106 ,,"6,799",,314,11,"5,019",74,"115,364","80,203","1,438,395 ",2021-04-12
Nicaragua,"6,727",,179 ,,"4,225",,"2,323",,"1,006",27,,,"6,685,654 ",2021-04-12
Iceland,"6,267",+9,29 ,,"6,140",+14,98,,"18,273",85,"562,645","1,640,541","342,963 ",2021-04-12
Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,017","2,468,937 ",2021-04-12
CAR,"5,491",,74 ,,"5,056",,361,2,"1,122",15,"40,907","8,357","4,894,717 ",2021-04-12
Yemen,"5,357",,"1,049 ",,"2,053",,"2,255",23,177,35,"22,934",756,"30,333,035 ",2021-04-12
Niger,"5,074",,189 ,,"4,747",,138,1,204,8,"93,497","3,758","24,878,798 ",2021-04-12
San Marino,"4,962",,86 ,1.0,"4,510",+7,366,8,"145,997","2,530","56,114","1,651,043","33,987 ",2021-04-12
Chad,"4,636",,167 ,,"4,286",,183,,276,10,"110,863","6,603","16,788,636 ",2021-04-12
Cambodia,"4,515",+277,30 ,1.0,"2,212",+60,"2,273",,267,2,"770,928","45,622","16,898,196 ",2021-04-12
Seychelles,"4,430",,24 ,,"4,123",,283,,"44,829",243,"21,504","217,608","98,820 ",2021-04-12
Saint Lucia,"4,348",,64 ,,"4,174",,110,3,"23,595",347,"37,578","203,919","184,279 ",2021-04-12
Gibraltar,"4,277",,94 ,,"4,181",+1,2,,"126,978","2,791","219,808","6,525,785","33,683 ",2021-04-12
Channel Islands,"4,051",,86 ,,"3,956",,9,1,"23,134",491,"399,901","2,283,752","175,107 ",2021-04-12
Sierra Leone,"4,005",,79 ,,"2,831",,"1,095",,494,10,"118,332","14,605","8,102,294 ",2021-04-12
Comoros,"3,789",,146 ,,"3,577",,66,,"4,287",165,,,"883,905 ",2021-04-12
Barbados,"3,730",,44 ,,"3,607",,79,,"12,967",153,"146,135","508,032","287,649 ",2021-04-12
Guinea-Bissau,"3,680",,66 ,,"3,069",,545,9,"1,836",33,"60,281","30,082","2,003,881 ",2021-04-12
Eritrea,"3,447",,10 ,,"3,166",,271,,962,3,"23,693","6,610","3,584,441 ",2021-04-12
Burundi,"3,154",,6 ,,773,,"2,375",,259,0.5,"90,019","7,401","12,163,222 ",2021-04-12
Liechtenstein,"2,754",+1,56 ,,"2,625",+19,73,5,"72,070","1,465","32,252","844,006","38,213 ",2021-04-12
Vietnam,"2,705",+12,35 ,,"2,445",+16,225,,28,0.4,"2,598,753","26,513","98,018,310 ",2021-04-12
New Zealand,"2,583",+9,26 ,,"2,457",+17,100,,516,5,"1,944,883","388,813","5,002,100 ",2021-04-12
Monaco,"2,375",,31 ,,"2,242",,102,6,"60,191",786,"51,953","1,316,666","39,458 ",2021-04-12
Turks and Caicos,"2,357",,17 ,,"2,280",,60,2,"60,246",435,"39,783","1,016,870","39,123 ",2021-04-12
Sao Tome and Principe,"2,266",,35 ,,"2,184",,47,,"10,193",157,"12,597","56,665","222,305 ",2021-04-12
Sint Maarten,"2,185",,27 ,,"2,118",,40,1,"50,517",624,"25,304","585,023","43,253 ",2021-04-12
Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,474","5,149,383 ",2021-04-12
Bermuda,"1,891",+118,16 ,2.0,998,+110,877,36,"30,451",258,"217,688","3,505,499","62,099 ",2021-04-12
St. Vincent Grenadines,"1,792",,10 ,,"1,665",,117,2,"16,113",90,"43,985","395,499","111,214 ",2021-04-12
Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,215",306,"26,385","673,499","39,176 ",2021-04-12
Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,435",340,"44,761","524,238","85,383 ",2021-04-12
Caribbean Netherlands,"1,519",,14 ,,"1,396",,109,,"57,512",530,"10,011","379,032","26,412 ",2021-04-12
Antigua and Barbuda,"1,198",,30 ,,938,,230,45,"12,155",304,"16,493","167,343","98,558 ",2021-04-12
Mauritius,"1,192",,12 ,,775,,405,,936,9,"358,675","281,665","1,273,410 ",2021-04-12
Taiwan,"1,058",+1,11 ,,"1,026",+4,21,,44,0.5,"498,329","20,894","23,850,320 ",2021-04-12
Timor-Leste,947,,1 ,,443,,503,,708,0.7,"48,364","36,150","1,337,854 ",2021-04-12
Bhutan,918,,1 ,,875,,42,,"1,180",1,"651,942","837,760","778,197 ",2021-04-12
St. Barth,907,,1 ,,462,,444,,"91,616",101,"26,385","2,665,152","9,900 ",2021-04-12
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-12
Faeroe Islands,661,,1 ,,660,,0,,"13,488",20,"246,793","5,035,872","49,007 ",2021-04-12
Cayman Islands,516,,2 ,,487,,27,,"7,780",30,"84,802","1,278,679","66,320 ",2021-04-12
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,043,872 ",2021-04-12
Wallis and Futuna,437,+5,5 ,,44,,388,3,"39,423",451,"1,331","120,072","11,085 ",2021-04-12
Brunei ,219,,3 ,,206,,10,,497,7,"116,596","264,553","440,729 ",2021-04-12
British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,153","30,387 ",2021-04-12
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,175","72,125 ",2021-04-12
Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,427","112,928 ",2021-04-12
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,457","287,628 ",2021-04-12
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,704","901,490 ",2021-04-12
Falkland Islands,60,, ,,54,,6,,"16,863",,"7,165","2,013,772","3,558 ",2021-04-12
Laos,52,+1, ,,49,+2,3,,7,,"143,481","19,502","7,357,317 ",2021-04-12
Macao,49,, ,,48,,1,,75,,"4,418","6,733","656,192 ",2021-04-12
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,459","53,491 ",2021-04-12
Greenland,31,, ,,31,,0,,545,,"20,669","363,590","56,847 ",2021-04-12
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-12
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","965,049","15,107 ",2021-04-12
Saint Pierre Miquelon,24,, ,,24,,0,,"4,158",,"5,126","888,080","5,772 ",2021-04-12
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-12
Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,430","699,872 ",2021-04-12
Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,663 ",2021-04-12
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-12
Marshall Islands,4,, ,,4,,0,,67,,,,"59,500 ",2021-04-12
Samoa,3,, ,,2,,1,,15,,,,"199,438 ",2021-04-12
Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,682 ",2021-04-12
Micronesia,1,, ,,1,,0,,9,,,,"115,958 ",2021-04-12
China,"90,426",+16,"4,636 ",,"85,495",+7,295,3,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-12
USA,"31,997,340","+7,197","576,377 ",79.0,"24,561,853",+997,"6,859,110","9,306","96,228","1,733","420,891,319","1,265,777","332,516,170 ",2021-04-13
India,"13,699,048","+12,975","171,121 ",32.0,"12,254,410","+3,970","1,273,517","8,944","9,851",123,"259,207,108","186,404","1,390,568,032 ",2021-04-13
Brazil,"13,521,409",,"355,031 ",,"11,957,068",,"1,209,310","8,318","63,262","1,661","28,600,000","133,809","213,737,070 ",2021-04-13
France,"5,067,216",,"99,135 ",,"310,934",,"4,657,147","5,916","77,497","1,516","70,140,847","1,072,715","65,386,285 ",2021-04-13
Russia,"4,657,883","+8,173","103,601 ",338.0,"4,281,776","+9,611","272,506","2,300","31,907",710,"124,100,000","850,097","145,983,351 ",2021-04-13
UK,"4,373,343",,"127,100 ",,"3,981,812",,"264,431",406,"64,159","1,865","136,821,861","2,007,241","68,164,143 ",2021-04-13
Turkey,"3,903,573",,"34,182 ",,"3,372,629",,"496,762","2,891","45,900",402,"41,892,922","492,595","85,045,404 ",2021-04-13
Italy,"3,779,594",,"114,612 ",,"3,140,565",,"524,417","3,593","62,584","1,898","53,245,501","881,660","60,392,321 ",2021-04-13
